"x","ypre","y","yfiltered","ycorrected","Upperlimit","LowerLimit","Rsquared"
1,0.663,0.465886874657909,0.328123648058357,0.45624867639898,40,14,0.945273079354687
2,0.527,0.329330187322256,0.327602673208222,0.353299872569787,0,0,0
3,0.495,0.296773499986603,0.326584165961955,0.3250769128013,0,0,0
4,0.492,0.293216812650951,0.325118709962251,0.321888174898269,0,0,0
5,0.483,0.283660125315298,0.32327966132464,0.313214320192913,0,0,0
6,0.479,0.279103437979645,0.321160933601165,0.309023804172137,0,0,0
7,0.473,0.272546750643992,0.318874793356115,0.302931418940723,0,0,0
8,0.478,0.276990063308339,0.316549779384058,0.307068170650203,0,0,0
9,0.482,0.280433375972686,0.314328791770981,0.310250544476892,0,0,0
10,0.475,0.272876688637034,0.312367356890611,0.303239764360805,0,0,0
11,0.475,0.272320001301381,0.310832043468803,0.302719399968659,0,0,0
12,0.482,0.278763313965728,0.309899001828199,0.308709584998164,0,0,0
13,0.49,0.286206626630075,0.309752607595087,0.31554073401309,0,0,0
14,0.495,0.290649939294422,0.310584178416541,0.319573624558883,0,0,0
15,0.5,0.295093251958769,0.312590703172429,0.323573138108788,0,0,0
16,0.506,0.300536564623116,0.315973510993285,0.328427624226107,0,0,0
17,0.517,0.310979877287464,0.320936819682367,0.337603727483298,0,0,0
18,0.528,0.321423189951811,0.327686119278387,0.346602256252198,0,0,0
19,0.54,0.332866502616158,0.336426351995802,0.356263715827489,0,0,0
20,0.558,0.350309815280505,0.347359849531887,0.370605811459976,0,0,0
21,0.577,0.368753127944852,0.360683990995347,0.385291288306288,0,0,0
22,0.603,0.394196440609199,0.376588547754379,0.404812106879702,0,0,0
23,0.634,0.424639753273546,0.395252680620136,0.427196310608304,0,0,0
24,0.659,0.449083065937894,0.416841551709182,0.444553772558768,0,0,0
25,0.688,0.477526378602241,0.441502517815541,0.464267134582149,0,0,0
26,0.708,0.496969691266588,0.469360897567576,0.477567509489367,0,0,0
27,0.729,0.517413003930935,0.500515356222327,0.491512255819226,0,0,0
28,0.754,0.541856316595282,0.53503302117564,0.508289908745323,0,0,0
29,0.779,0.566299629259629,0.572944511746409,0.525381868405039,0,0,0
30,0.809,0.595742941923976,0.614239122639988,0.546713802998198,0,0,0
31,0.846,0.632186254588324,0.658860435266143,0.574864290180532,0,0,0
32,0.87,0.655629567252671,0.706702648461096,0.594383472155626,0,0,0
33,0.901,0.686072879917018,0.757607931739388,0.621875662876088,0,0,0
34,0.932,0.716516192581365,0.811365124282749,0.652354281436591,0,0,0
35,0.967,0.750959505245712,0.867710127185454,0.691258478653152,0,0,0
36,1.01,0.793402817910059,0.926328337916938,0.747102740183668,0,0,0
37,1.056,0.838846130574407,0.986859428871012,0.818743629083671,0,0,0
38,1.108,0.890289443238754,1.04890466119101,0.917975107750692,0,0,0
