"x","ypre","y","yfiltered","ycorrected","Upperlimit","LowerLimit","Rsquared"
1,0.34,0.0820452035440615,0.0378772921554817,0.0943300058364473,37,6,0.984346708539728
2,0.305,0.0468295412178819,0.0385176413352641,0.0501487918224185,0,0,0
3,0.274,0.0156138788917023,0.0398108988983008,0.0101205107630706,0,0,0
4,0.288,0.0293982165655227,0.0417863533195818,0.0278759771010939,0,0,0
5,0.301,0.0421825542393432,0.0444870318372653,0.044233514238017,0,0,0
6,0.302,0.0429668919131636,0.0479690675228776,0.0452331294588324,0,0,0
7,0.309,0.0497512295869841,0.052301212729143,0.0538588133632949,0,0,0
8,0.32,0.0605355672608045,0.0575644480675473,0.0674880399702972,0,0,0
9,0.327,0.0673199049346249,0.0638516095919009,0.076005964926365,0,0,0
10,0.33,0.0701042426084454,0.0712669673426866,0.0794884343653359,0,0,0
11,0.344,0.0838885802822658,0.0799256961271473,0.0966070892953631,0,0,0
12,0.348,0.0876729179560862,0.0899531958124206,0.101269510273642,0,0,0
13,0.367,0.106457255629907,0.101484233719467,0.124154866902921,0,0,0
14,0.379,0.118241593303727,0.11466188047086,0.138278660900288,0,0,0
15,0.393,0.132025930977548,0.129636197582344,0.154554494724987,0,0,0
16,0.417,0.155810268651368,0.146562623109248,0.181975707151548,0,0,0
17,0.431,0.169594606325188,0.165599997258998,0.197462885553347,0,0,0
18,0.45,0.188378943999009,0.186908171318285,0.218066910655191,0,0,0
19,0.468,0.206163281672829,0.210645156124657,0.237025384389349,0,0,0
20,0.496,0.23394761934665,0.236963796265551,0.265548643280334,0,0,0
21,0.52,0.25773195702047,0.26600798597769,0.288891473276952,0,0,0
22,0.543,0.280516294694291,0.297908457292677,0.310326928598481,0,0,0
23,0.575,0.312300632368111,0.332778185606476,0.338751486514176,0,0,0
24,0.606,0.343084970041931,0.370707488225371,0.364720588869662,0,0,0
25,0.636,0.372869307715752,0.41175892806904,0.388505215552692,0,0,0
26,0.673,0.409653645389572,0.455962169220306,0.416297260255584,0,0,0
27,0.706,0.442437983063393,0.503308971006728,0.439880330847556,0,0,0
28,0.748,0.484222320737213,0.553748554464769,0.468857704735387,0,0,0
29,0.79,0.526006658411034,0.607183620538617,0.49738864875393,0,0,0
30,0.85,0.585790996084854,0.663467334316367,0.539389008424275,0,0,0
31,0.927,0.662575333758675,0.722401598149022,0.600425243853559,0,0,0
32,0.986,0.721359671432495,0.783736895219318,0.657521294931519,0,0,0
33,1.034,0.769144009106315,0.8471738966635,0.71401602517272,0,0,0
34,1.086,0.820928346780136,0.912366936489767,0.788871973984007,0,0,0
35,1.137,0.871712684453956,0.978929398438892,0.879678149781228,0,0,0
36,1.177,0.911497022127777,1.04644098994593,0.965425406350932,0,0,0
37,1.219,0.953281359801597,1.11445676605116,1.07174153429018,0,0,0
38,1.241,0.975065697475417,1.18251764612945,1.13459507236001,0,0,0
39,1.282,1.01585003514924,1.25016209360903,1.26755657678288,0,0,0
40,1.328,1.06163437282306,1.31693857433057,1.44328627868103,0,0,0
41,1.361,1.09441871049688,1.3824182429333,1.58835940424604,0,0,0
42,1.373,1.1062030481707,1.44620700637039,1.6447567441813,0,0,0
43,1.379,1.11198738584452,1.50795594696084,1.67329819682838,0,0,0
44,1.383,1.11577172351834,1.56736932974665,1.69228272950064,0,0,0
45,1.397,1.12955606119216,1.62420994728916,1.76355854196905,0,0,0
46,1.401,1.13334039886598,1.67830197828906,1.78372041498193,0,0,0
47,1.407,1.1391247365398,1.72953166381998,1.81504168979756,0,0,0
48,1.417,1.14890907421362,1.77784607366685,1.86943138691422,0,0,0
49,1.421,1.15269341188744,1.82325020608373,1.89095041516637,0,0,0
50,1.421,1.15247774956126,1.86580264836285,1.8897167771486,0,0,0
51,1.431,1.16226208723508,1.905610028765,1.94658404775603,0,0,0
52,1.431,1.1620464249089,1.94282052901732,1.9453106486412,0,0,0
53,1.433,1.16383076258272,1.97761674650375,1.95587375255107,0,0,0
54,1.433,1.16361510025654,2.0102081935299,1.95459374853847,0,0,0
55,1.439,1.16939943793036,2.04082375757279,1.98924151100432,0,0,0
56,1.447,1.17718377560419,2.06970447146119,2.03691762619249,0,0,0
57,1.451,1.18096811327801,2.09709685138601,2.06053575018956,0,0,0
58,1.453,1.18275245095183,2.12324688993677,2.07177284669631,0,0,0
59,1.459,1.18853678862565,2.14839468644477,2.10864941175584,0,0,0
60,1.461,1.19032112629947,2.17276970736487,2.12016448629158,0,0,0
61,1.463,1.19210546397329,2.19658671270439,2.131745799595,0,0,0
62,1.469,1.19788980164711,2.2200424066566,2.16974792376234,0,0,0
63,1.473,1.20167413932093,2.24331287631423,2.19499301693763,0,0,0
64,1.476,1.20445847699475,2.26655185567148,2.21376223167844,0,0,0
65,1.48,1.20824281466857,2.2898898036975,2.2395396272077,0,0,0
66,1.49,1.21802715234239,2.3134337576161,2.30763107314652,0,0,0
67,1.494,1.22181149001621,2.33726788482398,2.33453304024954,0,0,0
68,1.498,1.22559582769003,2.36145456762993,2.36175471447524,0,0,0
69,1.5,1.22738016536385,2.38603579380735,2.3747015662627,0,0,0
70,1.504,1.23116450303767,2.41103468230408,2.40239853633691,0,0,0
71,1.508,1.23494884071149,2.43645709166044,2.4304218131598,0,0,0
72,1.512,1.23873317838531,2.46229332672776,2.45877408479221,0,0,0
73,1.514,1.24051751605913,2.4885199574489,2.47225725213662,0,0,0
74,1.52,1.24630185373295,2.51510174859942,2.51647641593291,0,0,0
75,1.52,1.24608619140677,2.54199370524063,2.5148136807838,0,0,0
76,1.526,1.25187052908059,2.56914325474059,2.55979091969027,0,0,0
77,1.55,1.27565486675441,2.59649255965678,2.75321409886721,0,0,0
78,1.534,1.25943920442823,2.62398078978522,2.61984785752937,0,0,0
79,1.536,1.26122354210206,2.65154598882718,2.63420761468523,0,0,0
80,1.542,1.26700787977588,2.67912630691558,2.68129135837876,0,0,0
81,1.546,1.2707922174497,2.70666077126466,2.71253998777055,0,0,0
82,1.55,1.27457655512352,2.73408991423559,2.74414357980241,0,0,0
83,1.55,1.27436089279734,2.76135639079513,2.74233296366927,0,0,0
84,1.556,1.28014523047116,2.78840557661782,2.79129980789182,0,0,0
85,1.56,1.28392956814498,2.81518616012048,2.82379270535748,0,0,0
