"x","ypre","y","yfiltered","ycorrected","Upperlimit","LowerLimit","Rsquared"
1,0.398,0.140045203544061,0.0756742329274611,0.163896044021847,31,6,0.995594694766055
2,0.333,0.0748295412178819,0.0769296872379871,0.0853800350534565,0,0,0
3,0.325,0.0666138788917023,0.0794625689466608,0.0751216573297265,0,0,0
4,0.338,0.0793982165655228,0.0833209430233088,0.0910535092691852,0,0,0
5,0.355,0.0961825542393432,0.0885752894128771,0.111691401268542,0,0,0
6,0.361,0.101966891913164,0.0953170263168187,0.118724549517425,0,0,0
7,0.368,0.108751229586984,0.103656857885739,0.126918860132622,0,0,0
8,0.377,0.117535567260804,0.113722866430228,0.137437795720071,0,0,0
9,0.391,0.131319904934625,0.12565827759412,0.153727499331184,0,0,0
10,0.407,0.147104242608445,0.139618864483624,0.172038907287926,0,0,0
11,0.423,0.162888580282266,0.155769962900987,0.189966582204522,0,0,0
12,0.433,0.172672917956086,0.174283059276709,0.200879442725667,0,0,0
13,0.458,0.197457255629907,0.195331917596036,0.227812163662849,0,0,0
14,0.48,0.219241593303727,0.219088233979214,0.250619288447344,0,0,0
15,0.491,0.230025930977548,0.245716825563857,0.261604438809514,0,0,0
16,0.512,0.250810268651368,0.275370377089513,0.282200591009658,0,0,0
17,0.537,0.275594606325188,0.308183810007606,0.305772658241211,0,0,0
18,0.56,0.298378943999009,0.344268394373007,0.326509324291554,0,0,0
19,0.579,0.317163281672829,0.383705762567341,0.342952865006109,0,0,0
20,0.613,0.35094761934665,0.426542014566898,0.371121688742318,0,0,0
21,0.637,0.37473195702047,0.472782146657411,0.389952240926669,0,0,0
22,0.674,0.411516294694291,0.522385079477186,0.417663970372553,0,0,0
23,0.724,0.461300632368111,0.575259594201289,0.453072415839729,0,0,0
24,0.802,0.539084970041931,0.631261499422934,0.506375985971223,0,0,0
25,0.889,0.625869307715752,0.690192321884897,0.5698118657769,0,0,0
26,0.967,0.703653645389572,0.751799726043882,0.639071744570786,0,0,0
27,1.014,0.750437983063393,0.815779751258029,0.690629809219103,0,0,0
28,1.064,0.800222320737213,0.881780875253295,0.757012090667082,0,0,0
29,1.106,0.842006658411034,0.949409903266671,0.824247869815197,0,0,0
30,1.153,0.888790996084854,1.01823970289002,0.914776001321151,0,0,0
31,1.195,0.930575333758675,1.08781877905202,1.01175820227594,0,0,0
32,1.236,0.971359671432495,1.15768257917076,1.12351915975207,0,0,0
33,1.282,1.01714400910632,1.22736625299414,1.27212299673446,0,0,0
34,1.326,1.06092834678014,1.29641837458651,1.44034593795853,0,0,0
35,1.357,1.09171268445396,1.36441486009659,1.57573462245697,0,0,0
36,1.369,1.10349702212778,1.43097206561993,1.63160016391004,0,0,0
37,1.379,1.1132813598016,1.49575802525112,1.67976165889907,0,0,0
38,1.397,1.13106569747542,1.55850108796922,1.77157039199857,0,0,0
39,1.403,1.13685003514924,1.61899562860629,1.80265141529299,0,0,0
40,1.405,1.13863437282306,1.67710478020065,1.81236263465724,0,0,0
41,1.411,1.14441871049688,1.73276028758087,1.84424824660457,0,0,0
42,1.415,1.1482030481707,1.78595975862103,1.86544668766501,0,0,0
43,1.421,1.15398738584452,1.83676174514039,1.8983708694992,0,0,0
44,1.419,1.15177172351834,1.88527912806236,1.88568433999575,0,0,0
45,1.427,1.15955606119216,1.9316712709675,1.93067158300046,0,0,0
46,1.431,1.16334039886598,1.97613541189771,1.95296465149491,0,0,0
47,1.435,1.1671247365398,2.01889774070913,1.97553758694832,0,0,0
48,1.439,1.17090907421362,2.06020453210401,1.99839289388249,0,0,0
49,1.449,1.18069341188744,2.10031362967936,2.05881154826965,0,0,0
50,1.449,1.18047774956126,2.13948651896354,2.05745898942069,0,0,0
51,1.459,1.19026208723508,2.17798116076947,2.11978242451765,0,0,0
52,1.465,1.1960464249089,2.2160456987098,2.1575608110623,0,0,0
53,1.47,1.20083076258272,2.25391310910712,2.18934051889745,0,0,0
54,1.476,1.20661510025654,2.29179680934598,2.22841441735061,0,0,0
55,1.482,1.21239943793036,2.32988721364132,2.26821050834556,0,0,0
56,1.491,1.22118377560419,2.36834922960184,2.33004872040162,0,0,0
57,1.495,1.22496811327801,2.40732066977203,2.35721718034133,0,0,0
58,1.504,1.23375245095183,2.44691150218233,2.42152702988398,0,0,0
59,1.51,1.23953678862565,2.48720382858863,2.46483734059448,0,0,0
60,1.514,1.24332112629947,2.52825247096564,2.49359208921197,0,0,0
61,1.522,1.25110546397329,2.57008605951564,2.55379648290616,0,0,0
62,1.532,1.26088980164711,2.61270854030066,2.63151591004573,0,0,0
63,1.534,1.26267413932093,2.65610100909044,2.64593853033045,0,0,0
64,1.542,1.27045847699475,2.7002237292798,2.70976994247252,0,0,0
65,1.546,1.27424281466857,2.74501819670533,2.74134211813682,0,0,0
66,1.552,1.28002715234239,2.79040918842611,2.79029180775479,0,0,0
67,1.561,1.28881149001621,2.83630678556966,2.86624874864935,0,0,0
68,1.563,1.29059582769003,2.88260834753321,2.88191904671632,0,0,0
69,1.569,1.29638016536385,2.92920038193496,2.93328451604703,0,0,0
70,1.577,1.30416450303767,2.97596026567349,3.00379145201023,0,0,0
71,1.579,1.30594884071149,3.02275780995007,3.02017875026675,0,0,0
72,1.585,1.31173317838531,3.06945666909545,3.07388632492817,0,0,0
73,1.587,1.31351751605913,3.11591560531934,3.09063530070074,0,0,0
74,1.597,1.32330185373295,3.1619896758753,3.18401552871207,0,0,0
75,1.598,1.32408619140677,3.20753143020323,3.19161467619457,0,0,0
76,1.606,1.33187052908059,3.25239214897838,3.2679588576392,0,0,0
77,1.605,1.33065486675441,3.29642310705129,3.25592512497152,0,0,0
78,1.615,1.34043920442823,3.33947686732837,3.3539597453426,0,0,0
79,1.621,1.34622354210206,3.38140864815862,3.41319583289665,0,0,0
80,1.622,1.34700787977588,3.4220777484038,3.42130203839589,0,0,0
81,1.625,1.3497922174497,3.46134892006384,3.45022197517874,0,0,0
82,1.625,1.34957655512352,3.49909362302514,3.44797394681913,0,0,0
83,1.635,1.35936089279734,3.53519126787742,3.5513303109038,0,0,0
84,1.635,1.35914523047116,3.56953062969219,3.54902188371284,0,0,0
85,1.641,1.36492956814498,3.60201150744819,3.61141422288521,0,0,0
86,1.645,1.3687139058188,3.63254655990803,3.65277354359684,0,0,0
87,1.649,1.37249824349262,3.66106318665235,3.69456345254708,0,0,0
88,1.649,1.37228258116644,3.6875053056944,3.69217030057459,0,0,0
89,1.655,1.37806691884026,3.71183489009465,3.75684698296392,0,0,0
90,1.655,1.37785125651408,3.73403317907919,3.75441728390408,0,0,0
91,1.659,1.3816355941879,3.75410151673829,3.79725949085076,0,0,0
92,1.661,1.38341993186172,3.772061762582,3.81761267262187,0,0,0
93,1.667,1.38920426953554,3.78795620059594,3.833333333,0,0,0
94,1.665,1.38698860720936,3.80184687069156,3.833333333,0,0,0
95,1.669,1.39077294488318,3.81381427879665,3.833333333,0,0,0
96,1.669,1.390557282557,3.82395552024953,3.833333333,0,0,0
97,1.675,1.39634162023082,3.83238193342973,3.833333333,0,0,0
